show_id,title,listed_in,description,movie_info
s958,Black Mirror: Bandersnatch,"Dramas, International Movies, Sci-Fi & Fantasy","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.","black mirror: bandersnatch dramas, international movies, sci-fi fantasy 1984, young programmer begin question reality adapts dark fantasy novel video game. mind-bending tale multiple endings."
s959,Black Money Love,"Crime TV Shows, International TV Shows, TV Dramas","After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.","black money love crime tv shows, international tv shows, tv dramas cop's fiancée jewelry designer's father found dead together, two bereaved one face perilous aftermath theft gone wrong."
s960,Black Panther,"Action & Adventure, Sci-Fi & Fantasy","T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new.","black panther action adventure, sci-fi fantasy t'challa, superpowered new leader hidden, highly advanced african nation wakanda, strives protect home enemy old new."
s961,Black Rose,"Action & Adventure, International Movies","When a number of Russian women are brutally murdered in Los Angeles, the police call on a Moscow detective to help track down the serial killer.","black rose action adventure, international movies number russian woman brutally murdered los angeles, police call moscow detective help track serial killer."
s962,Black Sea,"Action & Adventure, Dramas, International Movies","A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist.","black sea action adventure, dramas, international movies hard-driving submarine captain hired steal gold sunken nazi sub, there's honor among thief underwater heist."
s963,Black Site Delta,Action & Adventure,"After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy.","black site delta action adventure discovering secret military prison attack terrorists, ragtag group inmate best neutralize enemy."
s964,Black Snake Moan,"Dramas, Independent Movies","Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.","black snake moan dramas, independent movies lazarus find rae beaten near death, act father figure help redeem her. saving anyone, lazarus must face demons."
s965,Black Snow,"Dramas, International Movies, Thrillers",An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.,"black snow dramas, international movies, thrillers old tragedy lingering animosity erupt man return patagonia convince estranged brother sell family's isolated property."
s966,Black Spot,"Crime TV Shows, International TV Shows, TV Dramas",A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.,"black spot crime tv shows, international tv shows, tv dramas police chief eccentric new prosecutor investigate string grisly crime eerie phenomenon isolated town edge forest."
s967,Black Summer,"TV Action & Adventure, TV Dramas, TV Horror","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.","black summer tv action adventure, tv dramas, tv horror dark, early day zombie apocalypse, complete stranger band together find strength need survive get back loved ones."
s968,Blackfish,Documentaries,"This fascinating documentary examines the life of performing killer whale Tilikum, who has caused the deaths of several people while in captivity.","blackfish documentaries fascinating documentary examines life performing killer whale tilikum, caused death several people captivity."
s969,BLACKPINK: Light Up the Sky,"Documentaries, Music & Musicals",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.,"blackpink: light sky documentaries, music musicals record-shattering korean girl band blackpink tell story — detail hard-fought journey dream trial behind meteoric rise."
s970,Blackway,Thrillers,"Menaced by a psychopath who's got the local cops scared, waitress Lillian turns to a mysterious old logger to help her turn the tables on her stalker.","blackway thrillers menaced psychopath who's got local cop scared, waitress lillian turn mysterious old logger help turn table stalker."
s971,BLAME!,"Action & Adventure, Anime Features, International Movies","Inside a vast, self-replicating city bent on eliminating all life, mysterious loner Killy emerges to guide a remnant of humanity desperate to survive.","blame! action adventure, anime features, international movies inside vast, self-replicating city bent eliminating life, mysterious loner killy emerges guide remnant humanity desperate survive."
s972,Blaze,"Dramas, Independent Movies, Music & Musicals","An influential, if unsung country songwriter reflects on his career, and how the love of his life drove him to write his most personal music.","blaze dramas, independent movies, music musicals influential, unsung country songwriter reflects career, love life drove write personal music."
s973,Blazing Transfer Students,"International TV Shows, TV Action & Adventure, TV Comedies","Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.","blazing transfer students international tv shows, tv action adventure, tv comedies featuring boy johnny's west, gang zany transfer student recruited mysterious mission ordained shadowy principal."
s974,Bleach,"Anime Series, International TV Shows","After teenager Ichigo Kurosaki acquires superpowers from wounded soul reaper Rukia Kuchiki, the two of them join forces to round up lost souls.","bleach anime series, international tv shows teenager ichigo kurosaki acquires superpower wounded soul reaper rukia kuchiki, two join force round lost souls."
s975,Bleach The Movie: Fade to Black,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei.","bleach movie: fade black action adventure, anime features, sci-fi fantasy mind fogged scimitar-weilding stranger, mayuri destroys laboratory, unleashing cloud reishi lay waste seiretei."
